Ticket id,Interaction id,Interaction date,Mailbox,Ticket Summary,Interaction content,Innso TYPOLOGY_TICKET ,y1,y2,y3,y4,Unnamed: 11,Unnamed: 12,y,text,intent,tone,resolution,combo_23,combo_234
22962,64200,44805.38125,support.eu@aspiegel.com,vip september special ch,how do become vip if do saw if it right you have to spend chf every month and spend over chf wanted to ask do get the vip for the exclusive monthly offer,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Problem/Fault,vip september special ch how do become vip if do saw if it right you have to spend chf every month and spend over chf wanted to ask do get the vip for the exclusive monthly offer,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Problem/Fault | VIP / Offers / Promotions,Problem/Fault | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22962,64225,44805.40833,support.eu@aspiegel.com,vip september special ch,we hope you re doing well this email is in regards to your concern about how to become vip can you please give us more details about the campaign you are trying to participate so we can assist further the name title of the campaign the activity region country if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela vip special ch how do become vip if do saw if it right you have to spend chf every month and spend over chf wanted to ask do get the vip for the exclusive monthly offer,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Problem/Fault,vip september special ch we hope you re doing well this email is in regards to your concern about how to become vip can you please give us more details about the campaign you are trying to participate so we can assist further the name title of the campaign the activity region country if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela vip special ch how do become vip if do saw if it right you have to spend chf every month and spend over chf wanted to ask do get the vip for the exclusive monthly offer,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Problem/Fault | VIP / Offers / Promotions,Problem/Fault | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22962,64230,44805.4125,support.eu@aspiegel.com,vip september special ch,the name vip special ch vip users only country switzerland we hope you re doing well this email is in regards to your concern about how to become vip can you please give us more details about the campaign you are trying to participate so we can assist further the name title of the campaign the activity region country if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Problem/Fault,vip september special ch the name vip special ch vip users only country switzerland we hope you re doing well this email is in regards to your concern about how to become vip can you please give us more details about the campaign you are trying to participate so we can assist further the name title of the campaign the activity region country if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Problem/Fault | VIP / Offers / Promotions,Problem/Fault | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22962,64411,44805.63194,support.eu@aspiegel.com,vip september special ch,we are bringing you an answer regarding your concern after checks it seemed that the vip campaign page had an issue which is fixed now in this case we advise you to click on appgallery campaigns vip special ch and you will be able to find all the information and the terms conditions at the end in the terms conditions it is specified how to enter any user who makes purchases by debit credit card direct carrier billing or paypal in all games that downloaded from appgallery game center opt to participate in the campaign this offer is only available to huawei and other android device users whose unique huawei id is registered within the campaign territory stated in section where the participant also resides the participant huawei id service region and ip address shall also correspond to their country of residence at the end of the campaign terms conditions you can also find the list of the games if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Problem/Fault,vip september special ch we are bringing you an answer regarding your concern after checks it seemed that the vip campaign page had an issue which is fixed now in this case we advise you to click on appgallery campaigns vip special ch and you will be able to find all the information and the terms conditions at the end in the terms conditions it is specified how to enter any user who makes purchases by debit credit card direct carrier billing or paypal in all games that downloaded from appgallery game center opt to participate in the campaign this offer is only available to huawei and other android device users whose unique huawei id is registered within the campaign territory stated in section where the participant also resides the participant huawei id service region and ip address shall also correspond to their country of residence at the end of the campaign terms conditions you can also find the list of the games if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Problem/Fault | VIP / Offers / Promotions,Problem/Fault | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22962,64425,44805.64931,support.eu@aspiegel.com,vip september special ch,if it fine to ask what new in month we are bringing you an answer regarding your concern after checks it seemed that the vip campaign page had an issue which is fixed now in this case we advise you to click on appgallery campaigns vip special ch and you will be able to find all the information and the terms conditions at the end in the terms conditions it is specified how to enter any user who makes purchases by debit credit card direct carrier billing or paypal in all games that downloaded from appgallery game center opt to participate in the campaign this offer is only available to huawei and other android device users whose unique huawei id is registered within the campaign territory stated in section where the participant also resides the participant huawei id service region and ip address shall also correspond to their country of residence at the end of the campaign terms conditions you can also find the list of the games if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Problem/Fault,vip september special ch if it fine to ask what new in month we are bringing you an answer regarding your concern after checks it seemed that the vip campaign page had an issue which is fixed now in this case we advise you to click on appgallery campaigns vip special ch and you will be able to find all the information and the terms conditions at the end in the terms conditions it is specified how to enter any user who makes purchases by debit credit card direct carrier billing or paypal in all games that downloaded from appgallery game center opt to participate in the campaign this offer is only available to huawei and other android device users whose unique huawei id is registered within the campaign territory stated in section where the participant also resides the participant huawei id service region and ip address shall also correspond to their country of residence at the end of the campaign terms conditions you can also find the list of the games if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela,Problem/Fault,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Problem/Fault | VIP / Offers / Promotions,Problem/Fault | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22962,64469,44805.72361,support.eu@aspiegel.com,reply,to build better game experience we build discord channel to update you the latest game campaign discount activities and provide you direct services we recommend you to use our discord channel therefore you can directly contact our dedicated game operation staff through discord channel here is the discord link that serves your country switzerland https discord gg dacxqnc we hope this information is useful and that it will solve your problem if you have any further questions please do not hesitate to reply to this mail and we will be happy to help you resolve your doubts sincerely madalin,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Others,,,,,Others,reply to build better game experience we build discord channel to update you the latest game campaign discount activities and provide you direct services we recommend you to use our discord channel therefore you can directly contact our dedicated game operation staff through discord channel here is the discord link that serves your country switzerland https discord gg dacxqnc we hope this information is useful and that it will solve your problem if you have any further questions please do not hesitate to reply to this mail and we will be happy to help you resolve your doubts sincerely madalin,Others,none,none,Others | none,Others | none | none
22959,64193,44805.36806,support.pt@aspiegel.com,g app gallery problems and suggestions ap app gallery problems and suggesttions gallery problems and suggestions,description no certificates were found contact information,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Problem/Fault,General,Security issue / malware,,,Problem/Fault,g app gallery problems and suggestions ap app gallery problems and suggesttions gallery problems and suggestions description no certificates were found contact information,Problem/Fault,General,Security issue / malware,Problem/Fault | General,Problem/Fault | General | Security issue / malware
22959,64406,44805.62361,support.pt@aspiegel.com,app gallery problems and suggestions app gallery problems and suggestions,we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery problem och rslag beskrivning inga certifikat hittades kontaktinformation,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Others,,,,,Others,app gallery problems and suggestions app gallery problems and suggestions we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery problem och rslag beskrivning inga certifikat hittades kontaktinformation,Others,none,none,Others | none,Others | none | none
22956,64184,44805.35764,support.eu@aspiegel.com,cashback problem,send you this message because did not receive cashback on an offer available photo in support the bot could not help me and sends me back to you the problem is not recurring it arrived on huawei id matteo convert,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,cashback problem send you this message because did not receive cashback on an offer available photo in support the bot could not help me and sends me back to you the problem is not recurring it arrived on huawei id matteo convert,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,Problem/Fault | Coupon/Gifts/Points Issues,Problem/Fault | Coupon/Gifts/Points Issues | Can't use or acquire
22956,64195,44805.37083,support.eu@aspiegel.com,cashback problem,matteo aspiegel we hope you are well loc mail is about your request concerning the cashback for purchases in the game to improve the game experience we have created discord channel to keep you informed of the latest game campaigns reduction activities and to provide you with direct services we recommend that you contact us via the discord channel https discord gg btjjhcpe from your computer directly our colleagues are the most qualified and will gladly help you if you have any other questions do not hesitate to answer this email and we will be happy to help you resolve your doubts honestly stela the aspiegel aspegel is company incorporated under the laws of loc with its headquarters in dublin loc aspiegel is the provider of huawei mobile services to huawei and honor device owners in europe loc loc new zealand and other countries cashback problem send you this message because did not receive cashback on an offer available photo in support the bot could not help me and sends me back to you the problem is not recurring it arrived on huawei id matteo convert,AppGallery &amp; Games / Unable to claim the prize/points/coupons,AppGallery &amp; Games ,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,,,Problem/Fault,cashback problem matteo aspiegel we hope you are well loc mail is about your request concerning the cashback for purchases in the game to improve the game experience we have created discord channel to keep you informed of the latest game campaigns reduction activities and to provide you with direct services we recommend that you contact us via the discord channel https discord gg btjjhcpe from your computer directly our colleagues are the most qualified and will gladly help you if you have any other questions do not hesitate to answer this email and we will be happy to help you resolve your doubts honestly stela the aspiegel aspegel is company incorporated under the laws of loc with its headquarters in dublin loc aspiegel is the provider of huawei mobile services to huawei and honor device owners in europe loc loc new zealand and other countries cashback problem send you this message because did not receive cashback on an offer available photo in support the bot could not help me and sends me back to you the problem is not recurring it arrived on huawei id matteo convert,Problem/Fault,Coupon/Gifts/Points Issues,Can't use or acquire,Problem/Fault | Coupon/Gifts/Points Issues,Problem/Fault | Coupon/Gifts/Points Issues | Can't use or acquire
22948,64155,44805.33194,support.pt@aspiegel.com,appgallery problems and suggestions,description versionproblem contact information,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,,Others,appgallery problems and suggestions description versionproblem contact information,Others,none,none,Others | none,Others | none | none
22948,64157,44805.33611,support.pt@aspiegel.com,appgallery problems and suggestions,we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery probl k javaslatok le s versionproblem vjegy inform ci,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,,Others,appgallery problems and suggestions we hope you re doing well in order to give you the best solution could you please clarify your request with following information description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery if you have any further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely alexandra se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery probl k javaslatok le s versionproblem vjegy inform ci,Others,none,none,Others | none,Others | none | none
22944,64148,44805.27708,support.eu@aspiegel.com,,product appgallery games requests refund request in app purchase not received contact full name valencia phone numbe contact email address huawei id account sum of the issue compra realizada descontada pero no me lleg nada al juego home news events products partners support copyright aspiegel se,AppGallery &amp; Games /  Refund request: unwanted subscription/ item/ app,AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,,Problem/Fault,product appgallery games requests refund request in app purchase not received contact full name valencia phone numbe contact email address huawei id account sum of the issue compra realizada descontada pero no me lleg nada al juego home news events products partners support copyright aspiegel se,Problem/Fault,Third Party APPs,Refund,Problem/Fault | Third Party APPs,Problem/Fault | Third Party APPs | Refund
22944,64216,44805.39722,support.eu@aspiegel.com,,per thanks for contacting aspiegel hope you do well this email is in relation to your concern about buy in the application not received am delighted to assist you with your problem and will do everything possible to help you do you want to receive the item purchased or refund if you want to receive the article the best solution would be for you to contact the game customer service since developers are the only ones that can send the items directly if you want to receive refund you should contact the application developer in question to accept the written refund we have verified in our system that your huawei id account has been registered elsewhere therefore we do not have access to your account information you will have to contact the customer service of your region please access this link https consumer huawei com en support contact us and check your country customer service sincerely per aspiegel se is company incorporated the laws of loc with its headquarters in loc loc europe canada loc new zealand and other countries aspiegel support issue submit product appgallery games requests refund request in opp purchase not received contact full name per nicolas espinosa valencia phone numbe contact email address huawei id accounhome news events products partners support copyright aspiegel,AppGallery &amp; Games /  Refund request: unwanted subscription/ item/ app,AppGallery &amp; Games ,Problem/Fault,Third Party APPs,Refund,,,Problem/Fault,per thanks for contacting aspiegel hope you do well this email is in relation to your concern about buy in the application not received am delighted to assist you with your problem and will do everything possible to help you do you want to receive the item purchased or refund if you want to receive the article the best solution would be for you to contact the game customer service since developers are the only ones that can send the items directly if you want to receive refund you should contact the application developer in question to accept the written refund we have verified in our system that your huawei id account has been registered elsewhere therefore we do not have access to your account information you will have to contact the customer service of your region please access this link https consumer huawei com en support contact us and check your country customer service sincerely per aspiegel se is company incorporated the laws of loc with its headquarters in loc loc europe canada loc new zealand and other countries aspiegel support issue submit product appgallery games requests refund request in opp purchase not received contact full name per nicolas espinosa valencia phone numbe contact email address huawei id accounhome news events products partners support copyright aspiegel,Problem/Fault,Third Party APPs,Refund,Problem/Fault | Third Party APPs,Problem/Fault | Third Party APPs | Refund
22943,64147,44805.20972,support.pt@aspiegel.com,appgallery problems and suggestions,description how to installed contact information,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Suggestion,General,Others,,,Suggestion,appgallery problems and suggestions description how to installed contact information,Suggestion,General,Others,Suggestion | General,Suggestion | General | Others
22943,64213,44805.39514,support.pt@aspiegel.com,appgallery problems and suggestions,this email is in regards to your concern about your appgallery issue in order to be able to further investigate it can you please provide us with the following description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery problems and suggestions description how to installed contact information,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Others,,,,,Others,appgallery problems and suggestions this email is in regards to your concern about your appgallery issue in order to be able to further investigate it can you please provide us with the following description of the issue screenshot or record video of error when issue happened your huawei id app gallery hms core open then take screenshot your phone model sn number of your device app gallery version huawei app gallery me about hms core version huawei app gallery hms core open settings about related app related app version the log of app gallery for further questions please feel free to reply to this email thread and we will be happy to walk you through your doubts sincerely stela se uma empresa constitu da segundo as leis da irlanda com sede em dublin irlanda appgallery problems and suggestions description how to installed contact information,Others,none,none,Others | none,Others | none | none
22938,64257,44805.44722,support.pt@aspiegel.com,appgallery problems and suggestions,aspiegel we hope you are fine to give you the best solution we asked for the following information description of the problem screenshot or error video recording the moment when the problem occurred your huawei id appgallery hms core open then make screenshot hms core version huawei appgallery hms core open settings about associated application the version of the associated application the appgallery register if you have any additional questions do not hesitate to answer this email and we will be happy to help you clarify your doubts with respect claudiu aspiegel is uma empress constituted segundo as leis da ireland com sede em dublin ireland appgallery problems and suggestions description don go messages to agenda contact information sent from my phone,AppGallery &amp; Games / Suggestions &amp; Feedback,AppGallery &amp; Games ,Suggestion,General,Others,,,Suggestion,appgallery problems and suggestions aspiegel we hope you are fine to give you the best solution we asked for the following information description of the problem screenshot or error video recording the moment when the problem occurred your huawei id appgallery hms core open then make screenshot hms core version huawei appgallery hms core open settings about associated application the version of the associated application the appgallery register if you have any additional questions do not hesitate to answer this email and we will be happy to help you clarify your doubts with respect claudiu aspiegel is uma empress constituted segundo as leis da ireland com sede em dublin ireland appgallery problems and suggestions description don go messages to agenda contact information sent from my phone,Suggestion,General,Others,Suggestion | General,Suggestion | General | Others
22935,64164,44805.34306,support.eu@aspiegel.com,problems and suggestions,for choosing we hope that you are doing well am glad to assist you with your inquiry and will do my best to help you with your problem perform the following to troubleshoot clear the cache data of google play store and google play services note this action will clear your google account data it is recommended that you back up the data before doing so open settings search for apps go to more show system processes and touch google play store then go to storage clear data repeat the steps for google play services check whether your phone has good network connection it is recommended that you download the app in good network environment check whether digital balance student mode is enabled if yes open settings search for digital balance or student mode disable it and try again restart the device please do not hesitate to contact us if we can be your further assistance with kind regards ian appgallery problems and suggestions am finding it very difficult to access my google play store up sent from my honor phone,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Suggestion,General,Others,,,Suggestion,problems and suggestions for choosing we hope that you are doing well am glad to assist you with your inquiry and will do my best to help you with your problem perform the following to troubleshoot clear the cache data of google play store and google play services note this action will clear your google account data it is recommended that you back up the data before doing so open settings search for apps go to more show system processes and touch google play store then go to storage clear data repeat the steps for google play services check whether your phone has good network connection it is recommended that you download the app in good network environment check whether digital balance student mode is enabled if yes open settings search for digital balance or student mode disable it and try again restart the device please do not hesitate to contact us if we can be your further assistance with kind regards ian appgallery problems and suggestions am finding it very difficult to access my google play store up sent from my honor phone,Suggestion,General,Others,Suggestion | General,Suggestion | General | Others
22931,64270,44805.46667,support.pt@aspiegel.com,shipping reward rescued redeemed rewards sending,estimated hugo brito we recommend that you contact us through the disagree channel https discord gg tkyzc cagu from the work environment of your computer directly if you have any difficulties in using discord or if we prefer the case you want to provide us with the following information for further investigation your identification huawei your country of service appallery me countries country the name of the campaign in which you joined contact your disagreement account if applicable if you have any more questions please feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland shipping reward rescued good night during your summer contest held at the gallery app and downloaded the apps and collected the points required for the redemption of the prize that intended to ask what the delivery forecast of it together attached photo of the respective award closely hugo brito get outlook for android,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,shipping reward rescued redeemed rewards sending estimated hugo brito we recommend that you contact us through the disagree channel https discord gg tkyzc cagu from the work environment of your computer directly if you have any difficulties in using discord or if we prefer the case you want to provide us with the following information for further investigation your identification huawei your country of service appallery me countries country the name of the campaign in which you joined contact your disagreement account if applicable if you have any more questions please feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland shipping reward rescued good night during your summer contest held at the gallery app and downloaded the apps and collected the points required for the redemption of the prize that intended to ask what the delivery forecast of it together attached photo of the respective award closely hugo brito get outlook for android,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Suggestion | VIP / Offers / Promotions,Suggestion | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22931,64278,44805.46944,support.pt@aspiegel.com,submission of reward rescued sending redeemed rewards,don have computer to get outlook for android shipping reward estimated hugo brito we recommend that you contact us through the disagree channel https discord gg tkyzc cagu from the work environment of your computer directly if you have any difficulties in using discord or if we prefer the case you want to provide us with the following information for further investigation your identification huawei your country of service appallery me countries country the name of the campaign in which you joined contact your disagreement account if applicable if you have any more questions please feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,submission of reward rescued sending redeemed rewards don have computer to get outlook for android shipping reward estimated hugo brito we recommend that you contact us through the disagree channel https discord gg tkyzc cagu from the work environment of your computer directly if you have any difficulties in using discord or if we prefer the case you want to provide us with the following information for further investigation your identification huawei your country of service appallery me countries country the name of the campaign in which you joined contact your disagreement account if applicable if you have any more questions please feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Suggestion | VIP / Offers / Promotions,Suggestion | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22931,64290,44805.49097,support.pt@aspiegel.com,submission of reward rescued sending redeemed rewards,estimated hugo brito thanks for his return and for his quick response in this case in order to be able to help it we will need the following information on your part your identification huawei your country of service appallery me settings country the name application of game the name of the campaign in which you participated points huawei cour price was destined to you feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland shipping reward rescued don have computer get outlook for android,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,submission of reward rescued sending redeemed rewards estimated hugo brito thanks for his return and for his quick response in this case in order to be able to help it we will need the following information on your part your identification huawei your country of service appallery me settings country the name application of game the name of the campaign in which you participated points huawei cour price was destined to you feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland shipping reward rescued don have computer get outlook for android,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Suggestion | VIP / Offers / Promotions,Suggestion | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22931,64537,44805.85,support.pt@aspiegel.com,shipping reward redued sending redeemed rewards,where see the huawei identification hugo brito portugal the app gallery service the contest was the summer rescued in time were points to complain about the huawey mini speaker whose photo attached outlook for android shipping reward reward hugo brito thanks for his return and his quick response in this case in order to be able to help it we will need the following information on your part your identification huawei your country of service appallery me settings country the name application of game the name of the campaign in which you participated points huawei cour price was destined to you feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland,"AppGallery &amp; Games /  Information request (e.g. prize delivery timeframe, how to join campaign)",AppGallery &amp; Games ,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,,,Suggestion,shipping reward redued sending redeemed rewards where see the huawei identification hugo brito portugal the app gallery service the contest was the summer rescued in time were points to complain about the huawey mini speaker whose photo attached outlook for android shipping reward reward hugo brito thanks for his return and his quick response in this case in order to be able to help it we will need the following information on your part your identification huawei your country of service appallery me settings country the name application of game the name of the campaign in which you participated points huawei cour price was destined to you feel free to answer this electronic mail topic and we will be happy to clarify you about your doubts sincerely ian aspiegel if it is company constituted according to the laws of ireland based in dublin ireland,Suggestion,VIP / Offers / Promotions,Offers / Vouchers / Promotions,Suggestion | VIP / Offers / Promotions,Suggestion | VIP / Offers / Promotions | Offers / Vouchers / Promotions
22928,64311,44805.52222,support.de@aspiegel.com,update,for making contact with this email refers to your request regarding the app so that we can help you as soon as possible please send us the following information your huawei id the name of the app screenshot of the app and the technical problem you have if you have any further questions please feel free to respond to this email thread and we will be happy to help you kind regards andrea per customer service the per se is society under irish law based in loc loc per se is the provider of huawei mobile services for huawei and honor device owners in loc loc loc loc and other countries aw for the quick answer don want to install an app the app has already been installed and when click on it the app does not open also don get any error message sincerely per sent from my phone from date wed to subject update per this email refers to your request regarding the gallery or quick apps app perform the following steps go on the huawei vision start screen to all apps appgalerie enter the name of the app you want to download into the text input field select the corresponding app and click ok further information can be found on the following instructions quick apps https consumer huawei com en support content en us app gallery https consumer huawei com en support content en us apps at region https consumer huawei com if you have any further questions please feel free to respond to this email thread and we will be happy to help you kind regards andrea per customer service the per se is society under irish law based in loc loc per se is the provider of huawei mobile services for huawei and honor device owners in loc loc loc loc and other countries update good evening after yesterday update from my huawei mate lite can no longer be opened an app urgently need help and the chat couldn help me look forward to quick feedback sincerely per,AppGallery &amp; Games / Other Requests,AppGallery &amp; Games ,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,,,Problem/Fault,update for making contact with this email refers to your request regarding the app so that we can help you as soon as possible please send us the following information your huawei id the name of the app screenshot of the app and the technical problem you have if you have any further questions please feel free to respond to this email thread and we will be happy to help you kind regards andrea per customer service the per se is society under irish law based in loc loc per se is the provider of huawei mobile services for huawei and honor device owners in loc loc loc loc and other countries aw for the quick answer don want to install an app the app has already been installed and when click on it the app does not open also don get any error message sincerely per sent from my phone from date wed to subject update per this email refers to your request regarding the gallery or quick apps app perform the following steps go on the huawei vision start screen to all apps appgalerie enter the name of the app you want to download into the text input field select the corresponding app and click ok further information can be found on the following instructions quick apps https consumer huawei com en support content en us app gallery https consumer huawei com en support content en us apps at region https consumer huawei com if you have any further questions please feel free to respond to this email thread and we will be happy to help you kind regards andrea per customer service the per se is society under irish law based in loc loc per se is the provider of huawei mobile services for huawei and honor device owners in loc loc loc loc and other countries update good evening after yesterday update from my huawei mate lite can no longer be opened an app urgently need help and the chat couldn help me look forward to quick feedback sincerely per,Problem/Fault,AppGallery-Use,UI Abnormal in Huawei AppGallery,Problem/Fault | AppGallery-Use,Problem/Fault | AppGallery-Use | UI Abnormal in Huawei AppGallery
